58	go after sb	to follow someone in order to catch them
58	go after/for sth	to try to get something that you want [e.g. job]
58	go around doing sth	if someone goes around doing something, they spend their time behaving badly or doing something that is unpleasant for other people
58	go back over sth	to examine or think about something again or after it has happened
58	go by sth	to use information or experience that you have of someone or something in order to help you decide what to do or what to think about that person or thing
58	go for sb	to attack someone
58	go forward	if someone's name goes forward, it is suggested that that person should compete for an elected position or job
59	keep (sb) ahead	to continue to be more advanced and successful than other people, or to make sure that someone is more advanced or successful than other people
59	keep at sth	to continue to do something (until it is finished)
59	keep back sth or keep sth back	to not tell someone everything you know about a situation or an event that has happened
59	keep sb/sth from doing sth	to prevent someone from doing something, especially work, by spending time with them
59	keep sb in	to make a child stay at school or at home, especially as a punishment
59	keep (sb) off sth	to not eat, drink or use something that can harm you
59	keep out of sth	to not become involved in something
59	keep sth to yourself	to keep something secret
59	keep sb up	to make someone go to bed later than they usually do
59	upkeep	n keeping a building in good condition, usually by providing money to repair it
60	intake	n the number of people who begin to study at a school, or who join an organisation at a particular time
60	take sb aback	if something takes you aback, you are very surprised by it
60	take along sb/sth or take sb/sth along	to take someone or something with you when you go somewhere
60	take away sb or take sb away	to take someone with you when you stay somewhere for a short time
60	take away from sth	to make something seem less good or successful
60	take sb off sth	to stop giving someone a particular type of medical treatment or food
60	take-off	n imitation
60	take out sb/sth or take sb/sth out	to kill someone, or to destroy something
60	take up sth (with) or take sth up (with)	to discuss something or deal with something
60	uptake	n the number of people who have committed themselves to something
